COUNTRY:NAME=Australia:SHORTNAME=AUS:LANGUAGE=English:AREA=7692024:POPULATION=23401892:POPREF=Census2016
STATE:NAME=Western Australia:COUNTRY=Australia:SHORTNAME=WA:AREA=2529875:AREAUNIT=km2:POPULATION=2474410:POPREF=Census2016
STATE:NAME=South Australia:COUNTRY=Australia:SHORTNAME=SA:AREA=983482:AREAUNIT=km2:POPULATION=1676653:POPREF=Census2016
STATE:NAME=Victoria:COUNTRY=Australia:SHORTNAME=VIC:AREA=227416:AREAUNIT=km2:POPULATION=5926624:POPREF=Census2016
STATE:NAME=New South Wales:COUNTRY=Australia:SHORTNAME=NSW:AREA=800642:AREAUNIT=km2:POPULATION=7480228:POPREF=Census2016
STATE:NAME=Queensland:COUNTRY=Australia:SHORTNAME=QLD:AREA=1730648:AREAUNIT=km2:POPULATION=4703193:POPREF=Census2016
STATE:NAME=Tasmania:COUNTRY=Australia:SHORTNAME=TAS:AREA=68401:AREAUNIT=km2:POPULATION=509965:POPREF=Census2016
STATE:NAME=Northern Territory:COUNTRY=Australia:SHORTNAME=NT:AREA=1349129:AREAUNIT=km2:POPULATION=228833:POPREF=Census2016
STATE:NAME=Australian Capital Territory:COUNTRY=Australia:SHORTNAME=ACT:AREA=2358:AREAUNIT=km2:POPULATION=396857:POPREF=Census2016
LOCATION:NAME=Perth:STATE=WA:COUNTRY=AUS:COORDS=-32.0024145,115.9097847:DESCRIPTION=State capital`
LOCATION:NAME=Geraldton:STATE=WA:COUNTRY=AUS:COORDS=-28.7758955,114.5936913:DESCRIPTION=Coastal city in the Mid West
LOCATION:NAME=Albany:STATE=WA:COUNTRY=AUS:COORDS=-35.0258178,117.8754521:DESCRIPTION=Port city in the Great Southern region
LOCATION:NAME=Port Hedland:STATE=WA:COUNTRY=AUS:COORDS=-20.3458226,118.5947316:DESCRIPTION=Major port in the North West region
LOCATION:NAME=Melbourne Airport:STATE=VIC:COUNTRY=AUS:COORDS=:DESCRIPTION=Airport
LOCATION:NAME=Federation Square:STATE=VIC:COUNTRY=AUS:COORDS=:DESCRIPTION=Meeting place
LOCATION:NAME=Luna Park:STATE=VIC:COUNTRY=AUS:COORDS=:DESCRIPTION=Fun park in St Kilda
LOCATION:NAME=Curtin University:STATE=WA:COUNTRY=AUS:COORDS=:DESCRIPTION=Most awesome university in WA
LOCATION:NAME=Perth Airport:STATE=WA:COUNTRY=AUS:COORDS=:DESCRIPTION=Domestic and international airport
LOCATION:NAME=Waterford Plaza:STATE=WA:COUNTRY=AUS:COORDS=:DESCRIPTION=Excellent chicken rice
LOCATION:NAME=The Nostalgia Box:STATE=WA:COUNTRY=AUS:COORDS=:DESCRIPTION=Gamer heaven
LOCATION:NAME=Nadi Airport:STATE=Fiji:COUNTRY=Fiji:COORDS=:DESCRIPTION=Nadi international airport
LOCATION:NAME=Nausori Airport:STATE=Fiji:COUNTRY=Fiji:COORDS=:DESCRIPTION=Nausori international airport
LOCATION:NAME=University of the South Pacific:STATE=Fiji:COUNTRY=Fiji:COORDS=:DESCRIPTION=University serving 12 Pacific Island nations
